Electricity_Usage_kWh,Gas_Usage_kWh,Car_Usage_km,Flight_Trips_per_year,Diet_Type,Waste_Produced_kg,Recycling_Rate,Cycling_Habit,Public_Transport_Habit,Carbon_Footprint_kgCO2
1477,195,157,4,pescatarian,2.92,1,1,0,1935.5
1396,306,205,1,pescatarian,1.81,0,1,1,1642.8
718,238,309,0,pescatarian,7.3,0,0,1,1767.9
344,289,86,4,meat,7.5,0,1,0,1698.7
947,552,266,1,vegan,2.55,1,0,1,1481.6
549,320,414,6,vegan,1.25,1,1,0,2068.0
1029,569,133,7,pescatarian,4.67,1,0,0,2201.2
1370,599,266,1,vegetarian,6.24,1,1,0,2041.7
619,163,332,6,vegetarian,7.35,1,1,0,2255.9
1264,388,267,3,vegan,8.29,1,1,1,2030.4
461,408,449,0,pescatarian,6.49,0,0,0,2099.9
107,383,52,2,meat,2.0,1,1,1,898.4
577,218,98,0,vegetarian,7.14,0,0,1,1055.9
1475,388,246,4,vegetarian,9.86,0,1,1,2411.9
594,310,35,7,meat,9.15,1,1,0,2035.0
932,248,400,0,meat,8.85,1,0,1,2332.9
1162,260,27,8,pescatarian,3.72,1,0,1,1862.5
692,336,219,2,meat,7.76,1,0,0,2032.3
286,521,405,4,meat,8.66,0,1,1,2494.8
853,531,101,8,meat,7.1,1,1,1,2293.3
192,72,262,4,vegan,3.26,1,1,1,1235.6
185,158,270,8,meat,9.58,0,1,1,2443.9
1167,345,223,9,vegetarian,5.06,0,1,1,2447.5
236,55,138,7,pescatarian,2.17,1,1,0,1488.0
520,599,279,6,pescatarian,1.99,0,1,0,2086.7
173,252,450,0,pescatarian,6.83,1,0,0,1878.6
1279,374,285,3,vegan,4.94,1,1,0,2011.2
1378,293,453,8,vegetarian,1.85,0,0,0,3001.9
270,376,249,9,meat,7.66,0,1,1,2503.3
269,96,321,7,vegetarian,8.19,1,0,0,2225.3
971,62,316,3,pescatarian,7.53,1,0,1,2120.6
421,429,77,0,meat,2.82,1,0,1,1022.7
555,414,296,9,pescatarian,7.21,0,1,0,2652.2
1043,391,337,3,pescatarian,1.1,0,0,0,2136.3
889,270,306,2,pescatarian,3.75,1,0,1,1828.0
712,122,427,5,vegetarian,4.59,1,0,1,2239.6
1278,95,350,4,vegetarian,8.52,0,0,0,2568.5
988,553,12,4,pescatarian,4.51,1,1,0,1515.4
448,323,345,1,pescatarian,1.1,0,1,1,1488.4
1296,257,491,2,meat,4.17,1,1,1,2661.1
109,173,395,5,pescatarian,5.49,0,1,0,2118.4
839,59,81,1,pescatarian,9.54,1,0,0,1466.7
1388,378,8,3,pescatarian,9.47,1,1,0,1800.9
1370,236,496,1,pescatarian,2.63,1,0,1,2377.3
766,592,212,8,vegetarian,2.67,0,1,1,2074.1
645,109,47,2,pescatarian,2.47,1,0,1,946.2
228,491,48,9,vegan,8.1,1,0,1,1636.3
700,266,308,9,pescatarian,1.05,1,0,0,2402.3
704,51,439,5,vegetarian,2.14,1,0,0,2221.8
426,585,39,0,vegan,5.84,1,1,1,678.0
1079,405,362,9,vegan,3.23,1,1,1,2527.5
503,214,279,2,pescatarian,1.83,0,0,0,1604.7
728,140,225,7,pescatarian,4.24,0,0,1,2080.5
1482,216,455,4,vegetarian,3.47,1,1,0,2616.8
817,256,107,7,vegan,5.6,1,1,0,1732.8
1140,331,244,1,vegan,9.81,0,1,1,1819.8
373,114,254,6,vegetarian,2.12,0,0,1,1661.7
784,565,32,8,pescatarian,4.35,1,0,0,1909.0
215,206,22,6,meat,9.39,0,0,0,1793.8
960,355,332,2,meat,8.89,1,0,1,2411.0
792,444,53,6,vegan,4.55,1,1,1,1389.2
1214,123,308,7,vegan,7.29,0,0,1,2478.4
1205,236,48,0,pescatarian,1.79,1,1,0,1082.8
423,386,461,2,meat,7.41,1,0,1,2400.3
1060,289,77,4,vegan,9.76,1,1,0,1697.2
213,582,335,5,pescatarian,5.84,1,0,0,2160.6
1181,190,432,2,meat,5.49,0,1,1,2552.0
253,314,357,3,vegetarian,2.69,0,1,0,1697.7
1389,188,121,4,vegan,6.7,0,0,1,1788.4
414,508,443,2,vegetarian,6.31,1,1,1,1982.4
1164,119,358,3,meat,6.87,0,1,1,2506.2
204,434,89,4,pescatarian,1.23,0,1,1,1066.2
1316,247,345,1,pescatarian,5.94,0,0,1,2191.6
1401,254,192,9,meat,6.35,1,0,0,2924.2
453,480,415,8,vegetarian,2.87,1,0,1,2401.5
1115,374,376,9,pescatarian,2.87,1,0,0,2903.2
832,491,462,7,vegan,3.49,1,1,1,2492.8
808,337,243,5,vegetarian,7.41,1,1,1,1983.1
1379,275,148,9,vegetarian,6.46,0,0,1,2465.0
750,113,145,2,vegan,8.61,0,1,1,1351.9
923,547,477,1,meat,3.66,0,0,0,2601.1
1046,109,315,6,pescatarian,9.21,1,0,1,2553.7
760,446,377,7,vegetarian,7.69,0,1,1,2590.8
198,306,140,9,pescatarian,4.56,0,0,1,1868.8
687,288,407,0,pescatarian,1.86,1,1,0,1740.4
381,87,285,5,vegetarian,3.31,1,0,1,1644.6
502,74,385,6,meat,9.61,1,0,0,2766.2
1232,459,338,8,vegetarian,3.79,1,0,1,2638.2
799,510,110,2,meat,3.97,0,1,1,1576.0
298,466,107,1,vegan,2.71,1,0,1,741.8
1426,406,366,4,meat,8.26,1,1,1,2862.8
426,432,280,9,meat,3.48,1,0,1,2466.6
253,207,49,0,vegetarian,3.97,0,0,1,609.6
651,482,13,5,pescatarian,4.73,0,1,1,1389.1
504,97,133,8,pescatarian,4.9,0,1,0,1908.6
561,377,75,9,meat,4.7,0,1,1,2066.1
231,482,83,8,meat,5.53,0,1,1,1894.1
890,480,342,6,vegetarian,8.33,1,1,0,2560.5
973,105,157,6,meat,8.37,1,1,1,2229.0
183,317,285,7,vegetarian,8.18,1,0,1,2058.1
853,118,421,9,vegan,1.91,0,1,0,2559.9
727,498,313,1,meat,8.2,1,0,1,2155.4
1232,306,93,5,vegan,2.08,0,0,1,1544.3
320,539,296,4,meat,2.12,0,0,0,2067.7
652,98,93,4,meat,9.53,1,1,0,1864.4
1491,365,56,2,vegan,8.37,1,0,1,1563.5
1270,462,163,2,vegan,5.97,1,0,0,1729.6
211,483,319,5,vegetarian,8.87,1,0,0,2141.4
714,51,496,9,vegetarian,9.9,0,1,0,3157.3
1023,194,97,9,vegan,6.5,0,0,1,2037.2
574,415,15,6,meat,6.52,0,1,1,1725.0
935,469,343,0,vegetarian,7.79,1,0,0,2005.2
370,493,77,2,meat,3.09,0,1,0,1329.9
520,483,345,0,pescatarian,2.5,1,1,0,1592.4
806,106,71,9,vegetarian,7.84,0,0,0,2104.3
1490,227,269,2,vegetarian,4.1,1,0,1,1940.6
1403,342,286,4,vegetarian,2.22,0,1,1,2080.1
1406,95,65,8,pescatarian,3.83,1,1,1,1985.5
139,219,367,2,vegan,4.23,1,1,1,1364.2
288,320,67,9,meat,9.69,0,0,0,2292.0
1287,466,192,9,pescatarian,7.28,1,0,1,2677.3
1093,188,54,8,vegan,5.78,0,0,0,1926.9
635,296,467,0,vegetarian,9.72,1,0,0,2209.8
1127,197,378,5,vegan,9.13,0,0,0,2624.1
389,279,461,8,vegan,5.61,1,1,0,2511.2
532,423,167,4,vegan,9.15,0,1,1,1617.9
570,129,408,9,meat,4.64,0,1,0,2925.7
1304,114,24,1,vegan,3.07,0,1,0,1049.7
1371,137,130,4,vegan,3.09,0,1,0,1656.1
727,137,324,0,vegan,6.96,1,1,0,1562.6
378,253,101,8,vegan,5.51,1,0,1,1542.9
976,431,373,9,pescatarian,6.93,0,1,0,3046.3
680,525,281,9,pescatarian,7.17,0,0,1,2658.5
962,588,295,8,vegan,1.2,1,0,0,2304.9
353,263,293,5,vegan,1.49,0,0,1,1562.4
280,123,421,8,vegan,5.79,0,0,0,2418.9
780,110,451,2,vegetarian,2.72,0,1,0,2036.5
924,592,262,3,vegan,6.69,1,1,1,1829.1
799,268,477,5,vegan,5.97,0,0,1,2470.9
665,61,413,3,pescatarian,6.27,1,0,1,2146.8
1449,464,119,0,pescatarian,3.72,1,1,0,1547.2
1480,81,402,6,pescatarian,6.76,1,1,1,2807.3
779,209,230,4,meat,8.47,0,1,1,2200.7
490,286,290,7,vegetarian,9.98,0,0,0,2454.8
1208,230,487,8,vegan,8.55,0,1,1,3068.0
1440,390,160,4,pescatarian,6.02,1,1,0,2138.0
311,507,160,7,meat,2.74,0,0,0,2044.6
483,129,77,0,vegan,7.13,0,0,1,829.2
441,522,37,0,vegan,9.44,1,1,0,941.6
943,161,393,6,pescatarian,2.91,1,0,0,2497.8
1161,341,440,5,vegan,3.3,1,0,0,2497.8
519,432,27,4,vegan,2.34,0,0,0,1073.6
850,66,461,4,vegan,7.63,0,0,1,2378.8
1292,542,99,8,pescatarian,4.66,0,0,1,2289.1
1466,380,293,0,meat,1.56,1,1,0,2057.5
405,535,399,7,vegan,8.87,0,1,1,2454.0
801,455,123,1,meat,6.02,1,1,0,1645.5
968,166,404,6,vegan,3.98,0,1,1,2292.8
636,164,91,5,pescatarian,4.1,0,1,1,1449.7
1235,598,254,9,meat,3.61,0,0,0,3012.4
305,596,96,1,pescatarian,5.1,0,1,0,1176.3
1308,385,5,2,vegetarian,4.03,0,1,0,1333.5
595,385,168,3,vegan,5.93,1,0,0,1479.5
1170,196,382,6,vegetarian,7.96,1,1,1,2596.8
603,171,270,7,vegetarian,7.07,0,1,0,2231.3
1145,130,107,1,vegetarian,3.65,0,1,1,1211.5
312,424,386,7,vegan,5.76,1,1,1,2136.2
409,112,298,8,pescatarian,8.56,0,0,0,2511.1
760,553,46,6,vegetarian,1.61,1,0,1,1391.4
852,498,98,0,meat,1.7,0,0,0,1405.4
371,477,13,5,vegan,6.01,0,0,0,1261.6
1037,476,193,7,pescatarian,6.75,1,1,1,2281.3
1325,470,156,4,pescatarian,2.9,1,1,0,1938.5
131,371,387,1,vegetarian,7.71,0,1,0,1779.8
542,215,153,4,vegan,6.82,1,1,0,1459.0
261,510,114,7,vegetarian,9.31,1,1,1,1734.0
866,508,395,1,meat,2.52,0,1,1,2148.9
353,238,257,0,pescatarian,7.76,0,1,0,1528.4
620,513,144,3,pescatarian,1.75,0,0,0,1511.4
1076,428,290,3,vegan,6.09,0,0,1,1995.9
109,51,9,8,pescatarian,5.97,1,0,1,1340.8
825,413,367,2,vegan,4.5,0,0,0,1978.9
604,121,213,3,vegetarian,8.6,0,0,1,1700.8
884,476,232,2,meat,1.04,1,0,0,1866.8
535,219,170,1,vegan,5.68,1,0,0,1192.2
1234,254,20,3,vegetarian,2.95,0,1,0,1340.7
252,386,14,7,meat,7.69,0,1,1,1711.3
1016,521,418,0,pescatarian,1.39,1,1,1,1878.8
968,244,367,7,meat,8.48,0,1,1,2948.7
1225,324,125,7,meat,8.54,1,0,0,2599.2
852,56,340,2,meat,8.5,1,0,1,2267.8
1314,227,340,9,pescatarian,2.37,1,0,1,2743.6
662,291,212,9,vegan,6.67,0,0,0,2281.8
1204,252,187,5,vegan,1.13,0,1,1,1651.6
588,592,171,3,meat,8.63,1,1,0,2030.6
994,511,479,0,vegetarian,7.51,0,1,0,2373.3
1211,129,246,0,vegetarian,5.78,1,1,1,1548.2
1317,572,4,4,meat,7.58,0,0,1,2019.1
203,466,230,7,meat,1.85,0,0,0,2108.8
1219,433,200,0,vegetarian,5.76,1,1,1,1527.4
1321,440,372,1,meat,3.62,0,1,1,2353.5
1124,175,401,6,meat,9.75,0,1,1,3054.5
1106,543,148,7,vegan,8.71,0,1,0,2271.4
506,96,71,2,vegan,7.6,1,1,0,1039.3
266,525,491,7,meat,9.4,0,1,1,3038.0
608,513,499,0,meat,4.12,1,0,0,2361.4
412,172,225,8,pescatarian,9.11,0,0,1,2275.6
862,523,73,1,vegan,3.93,0,1,1,1016.9
780,183,306,1,meat,7.6,0,0,1,2089.9
576,72,168,3,pescatarian,7.63,1,0,1,1561.1
172,284,248,9,pescatarian,1.17,1,0,0,1999.7
1264,108,279,2,pescatarian,4.25,1,1,1,1874.4
681,213,487,3,pescatarian,1.17,0,0,0,2280.4
361,265,151,5,vegan,9.97,0,0,0,1736.0
1463,232,223,6,pescatarian,2.1,0,0,1,2263.6
1431,139,224,4,vegan,5.89,1,0,1,1961.7
344,360,37,1,pescatarian,8.12,0,0,0,1178.5
1460,306,43,2,pescatarian,2.81,0,0,1,1469.8
660,582,184,9,vegetarian,5.37,1,0,1,2183.1
1199,582,498,2,vegan,6.47,0,1,0,2592.6
274,101,442,4,vegetarian,2.44,1,0,0,1944.3
208,387,240,4,vegetarian,8.01,0,0,0,1820.6
282,220,417,3,pescatarian,3.69,0,0,1,1934.0
291,116,330,7,vegan,2.9,0,1,1,1800.3
164,349,350,5,meat,6.02,0,0,0,2362.7
1062,281,209,5,pescatarian,4.69,0,1,0,2122.3
1223,117,22,0,vegan,9.28,1,0,1,1115.6
963,555,123,5,vegetarian,8.92,0,1,0,2051.5
1251,77,85,2,vegan,5.35,0,1,0,1378.6
468,100,42,5,pescatarian,4.23,1,1,1,1180.5
950,309,465,9,vegan,3.93,1,0,0,2876.7
142,233,39,5,vegetarian,3.41,1,1,1,908.9
587,72,302,1,vegan,5.9,0,0,0,1565.1
177,178,168,0,vegan,8.24,1,0,1,923.9
925,340,174,2,vegetarian,3.8,1,0,1,1439.5
1393,550,486,4,pescatarian,2.71,1,1,0,2812.0
773,235,19,3,meat,5.28,1,0,0,1518.5
800,528,460,6,vegetarian,1.62,0,1,0,2539.4
858,541,108,3,vegetarian,7.31,1,0,1,1576.8
827,562,192,7,pescatarian,5.67,1,0,0,2295.6
1438,116,243,6,pescatarian,5.47,0,0,1,2434.8
1024,516,323,9,vegan,3.7,0,0,0,2659.3
1001,334,279,8,vegetarian,9.14,1,0,1,2605.2
988,466,227,0,vegan,1.81,0,0,0,1391.8
1092,149,35,4,vegan,8.83,1,0,1,1469.7
1291,238,44,3,pescatarian,4.39,0,1,1,1496.4
438,437,385,5,pescatarian,8.93,0,0,1,2459.1
292,290,27,0,vegan,7.56,1,0,1,628.5
382,466,153,5,vegetarian,1.94,0,1,1,1360.3
1459,225,22,0,vegetarian,8.48,0,1,1,1326.0
489,436,206,0,vegan,7.14,1,1,0,1247.3
1099,520,419,7,meat,1.29,1,0,1,2867.5
624,282,90,1,meat,2.2,0,1,0,1281.6
1363,501,389,9,pescatarian,6.72,0,0,0,3340.3
758,326,418,5,vegetarian,6.96,1,1,0,2469.8
815,278,358,5,vegan,7.72,0,0,0,2371.9
990,220,37,5,vegan,7.48,1,1,0,1527.5
1212,262,418,7,vegetarian,6.94,0,0,0,2976.6
1218,331,227,3,pescatarian,7.9,0,0,0,2270.8
551,90,201,2,pescatarian,6.18,1,0,1,1464.0
527,171,349,5,meat,3.35,1,1,0,2254.8
1274,276,308,3,vegetarian,9.21,0,1,0,2400.3
1499,343,488,1,vegetarian,1.16,0,1,1,2280.4
1145,316,253,5,vegan,4.3,0,1,1,1964.8
982,590,37,9,vegetarian,7.56,0,1,0,2188.5
412,500,220,4,meat,4.84,1,0,1,1898.0
939,498,499,8,vegetarian,1.22,0,1,0,2877.4
618,110,186,5,vegan,1.59,0,0,1,1386.5
1329,551,42,2,meat,6.84,1,0,0,1926.8
474,196,358,4,vegan,9.68,1,0,1,2024.8
550,383,113,9,vegetarian,5.97,1,0,0,2020.9
1114,191,259,7,pescatarian,5.56,0,1,1,2389.8
694,93,4,8,vegetarian,3.86,1,1,0,1477.9
1302,193,67,7,vegetarian,3.31,1,1,1,1741.9
1333,382,227,2,vegan,1.19,0,1,1,1558.1
599,546,122,8,pescatarian,3.46,1,1,1,1841.3
563,445,172,2,vegetarian,5.04,1,1,1,1297.0
1247,104,335,7,meat,2.78,0,0,1,2731.2
212,356,152,9,meat,1.79,1,1,0,1982.3
1135,472,461,8,vegan,7.46,0,0,0,3134.6
1249,466,266,6,vegan,9.05,1,0,0,2531.8
430,374,156,3,pescatarian,9.43,1,0,1,1638.7
1406,129,161,9,vegan,6.56,1,0,1,2322.2
239,80,213,8,pescatarian,1.47,0,1,1,1699.5
1001,161,397,2,vegetarian,7.67,1,1,0,2224.8
1220,521,375,2,meat,1.99,1,0,0,2453.3
616,123,407,1,meat,7.03,1,1,0,2213.9
668,528,442,9,meat,8.01,1,0,1,3247.9
945,436,422,2,vegan,7.53,0,0,1,2234.8
1192,482,25,0,vegan,9.57,1,0,1,1231.6
217,461,426,3,vegetarian,7.64,1,0,0,2143.8
987,516,291,7,vegan,7.24,1,1,1,2337.8
1182,297,422,4,pescatarian,3.36,1,0,1,2453.1
1156,169,188,1,meat,9.32,0,1,1,2014.7
1441,116,399,2,vegetarian,2.62,0,0,0,2283.8
149,376,121,0,pescatarian,9.14,0,1,0,1196.8
118,519,229,1,pescatarian,3.81,1,1,0,1277.7
825,542,58,0,vegan,2.17,0,1,1,778.6
296,335,95,1,vegan,8.44,0,0,1,1008.0
658,361,261,2,meat,1.02,0,0,0,1840.8
551,358,353,0,vegetarian,8.49,1,1,1,1689.9
388,146,311,8,pescatarian,3.36,1,1,1,2083.3
1264,162,135,9,vegan,8.96,0,0,1,2366.1
1207,505,349,4,vegan,7.22,1,1,0,2388.5
490,512,282,7,vegetarian,7.0,1,1,0,2253.6
314,181,454,4,vegetarian,4.29,1,1,0,2060.8
314,170,410,7,vegan,1.53,0,0,1,2009.5
227,246,472,6,vegan,8.47,1,0,0,2440.8
859,531,119,3,meat,2.54,1,0,0,1763.3
503,88,429,6,vegetarian,4.35,0,0,0,2367.9
1152,561,424,5,pescatarian,6.4,1,0,0,2874.3
437,523,462,2,vegan,5.34,1,0,0,2047.4
930,210,24,8,vegan,2.79,0,1,1,1477.5
813,338,341,9,vegan,2.27,0,1,1,2323.9
460,249,145,8,vegan,2.11,1,1,1,1472.7
668,577,11,4,meat,8.77,1,1,1,1673.1
317,552,86,7,vegetarian,1.28,1,1,1,1303.1
301,297,434,6,vegan,9.79,0,1,1,2364.1
116,432,108,8,vegetarian,2.79,0,0,0,1597.1
421,267,422,6,pescatarian,1.99,1,1,1,2145.1
617,136,344,3,pescatarian,6.19,1,1,1,1918.8
1448,131,265,3,pescatarian,1.72,1,0,1,1961.8
1441,111,221,7,pescatarian,6.42,1,0,1,2477.3
780,549,73,5,vegetarian,8.66,0,1,1,1720.2
1205,91,481,8,pescatarian,1.43,1,1,1,2803.8
524,61,493,9,pescatarian,8.2,0,1,1,2972.8
1327,164,332,6,vegan,4.55,0,0,1,2370.2
1118,267,309,6,vegan,2.44,0,0,0,2233.6
486,155,412,3,vegan,2.58,1,0,1,1698.5
877,577,101,2,meat,9.27,0,0,1,1927.6
197,521,424,7,vegan,2.0,0,1,1,2064.8
1468,436,492,6,pescatarian,8.8,1,1,1,3234.8
307,275,136,3,vegetarian,5.9,1,1,1,1171.0
685,530,190,3,pescatarian,1.35,0,0,0,1644.0
265,457,460,0,vegetarian,5.18,1,0,0,1828.6
121,506,420,6,pescatarian,8.36,0,1,0,2530.3
253,70,141,0,meat,7.54,1,1,0,1277.0
1418,252,356,9,vegan,5.4,0,1,0,2894.6
318,466,72,9,pescatarian,8.74,0,0,1,2015.8
768,465,327,3,vegan,2.08,1,1,0,1745.0
329,497,166,2,meat,9.19,1,0,0,1838.1
119,561,167,2,meat,8.62,1,1,0,1676.3
652,134,53,0,vegan,7.37,0,1,0,917.2
1049,216,258,3,vegan,8.36,0,0,1,1952.3
247,433,438,0,vegetarian,5.89,1,0,1,1692.9
1231,517,110,7,vegan,7.08,0,0,0,2199.6
502,121,231,0,vegan,6.05,1,1,1,1067.3
695,570,160,5,vegetarian,4.2,0,0,1,1728.5
466,522,351,6,pescatarian,6.12,0,1,1,2323.1
1432,307,326,9,vegetarian,3.32,1,0,1,2739.1
901,324,18,1,pescatarian,4.96,1,1,0,1140.7
1017,69,289,3,pescatarian,3.53,0,0,1,1928.2
1257,539,461,2,pescatarian,2.11,0,0,1,2448.2
1406,539,49,8,vegetarian,3.9,0,1,0,2132.2
172,375,174,6,vegetarian,8.67,0,0,0,1867.0
580,578,301,1,meat,4.43,1,1,1,1837.4
1475,138,183,5,pescatarian,7.73,1,1,0,2322.9
659,535,184,8,vegetarian,2.58,1,1,0,1979.0
1449,399,338,2,meat,4.82,0,0,0,2630.2
844,133,306,5,pescatarian,2.03,0,1,0,2078.4
199,436,309,2,vegetarian,2.25,0,0,1,1415.3
1182,136,345,2,vegetarian,6.56,0,0,0,2222.3
607,356,80,3,vegetarian,6.47,1,1,1,1233.8
357,203,373,8,vegan,2.92,1,0,0,2167.9
512,489,155,7,meat,5.27,1,1,1,2053.7
1188,313,274,0,vegetarian,8.77,0,1,0,1961.4
694,470,282,0,vegan,2.57,1,1,0,1321.5
1277,542,431,6,meat,1.17,1,1,0,2937.1
365,460,499,2,meat,6.87,1,1,1,2411.5
920,222,248,6,vegan,1.48,1,1,1,1720.6
1202,53,146,8,meat,9.82,0,0,0,2772.9
1438,521,480,2,vegan,6.49,0,0,0,2699.8
761,159,434,2,pescatarian,5.23,1,0,0,2224.7
1046,86,6,1,vegetarian,4.87,1,0,1,957.3
659,80,156,9,vegan,6.16,1,0,1,1901.5
1016,430,170,0,meat,1.82,1,1,1,1453.0
990,317,68,8,meat,9.37,1,0,1,2378.6
1371,60,93,5,pescatarian,6.63,0,1,0,2017.5
967,393,368,5,pescatarian,2.66,1,0,1,2304.4
709,593,362,7,pescatarian,6.06,1,0,1,2590.4
513,215,375,4,pescatarian,2.2,1,1,0,1968.5
124,391,185,8,pescatarian,1.16,0,0,0,1799.8
383,531,391,4,vegetarian,6.67,0,0,1,2161.8
980,68,169,1,vegan,6.84,0,0,1,1374.9
400,233,203,5,pescatarian,6.25,0,1,0,1839.9
1191,594,41,8,pescatarian,2.65,0,0,1,2008.7
1130,59,12,2,vegetarian,6.43,1,1,0,1234.2
916,241,153,9,vegan,1.51,1,0,1,1838.3
1260,369,273,3,pescatarian,6.48,0,1,1,2197.2
1287,524,297,9,vegan,5.99,0,0,1,2742.7
182,476,50,7,vegan,6.9,0,1,0,1453.8
1196,108,499,5,vegetarian,9.06,1,1,1,2830.9
1360,485,368,6,vegetarian,8.65,0,0,0,2978.0
145,146,211,6,pescatarian,9.83,0,0,0,2035.3
717,545,143,3,meat,9.79,0,0,1,2069.0
1027,327,356,5,vegetarian,7.95,1,1,1,2399.1
361,314,2,8,vegan,9.61,0,0,1,1560.2
275,58,253,2,vegan,8.81,1,1,0,1427.9
1289,506,474,7,pescatarian,7.55,1,0,1,3208.8
756,322,334,6,pescatarian,1.68,1,0,0,2243.6
941,57,255,3,pescatarian,1.44,1,1,0,1697.1
469,257,97,9,vegan,8.54,1,0,1,1831.1
153,172,172,2,vegetarian,5.41,0,0,1,1128.6
789,82,149,6,meat,8.33,1,0,1,2158.1
1464,562,487,9,vegetarian,3.82,1,1,1,3209.1
1250,253,278,8,meat,4.58,1,1,0,2824.9
466,567,58,9,vegetarian,7.3,0,1,1,1863.1
1394,566,445,2,pescatarian,9.24,1,1,0,2841.3
743,492,112,9,vegan,1.79,1,0,1,1738.6
478,388,323,8,meat,8.75,1,0,0,2850.4
172,487,242,7,vegetarian,8.14,0,0,0,2144.1
1014,494,309,2,vegan,3.84,1,1,0,1819.7
1371,185,56,7,meat,4.2,1,0,0,2241.0
959,436,488,3,meat,1.42,1,1,1,2501.3
142,74,406,5,vegan,1.14,1,0,1,1615.2
476,555,366,9,pescatarian,5.29,1,1,1,2584.0
1164,374,59,1,vegan,1.86,1,1,1,934.7
269,387,328,7,pescatarian,2.75,1,0,0,2158.1
311,144,215,8,vegetarian,8.62,0,1,1,2017.2
138,594,468,6,vegetarian,6.14,0,1,0,2474.2
468,195,232,7,vegan,6.7,0,0,0,2007.5
856,280,493,6,pescatarian,2.69,1,1,0,2679.0
250,544,54,9,vegetarian,8.46,0,1,0,1896.2
1234,87,372,3,pescatarian,8.81,1,0,0,2563.6
1170,474,207,0,pescatarian,5.71,0,1,0,1780.2
1123,486,62,2,pescatarian,9.21,0,1,0,1772.8
836,417,183,6,vegan,8.6,1,1,0,2030.6
1489,394,310,6,pescatarian,7.58,1,0,0,2866.7
168,209,280,2,vegan,7.61,1,0,0,1477.2
398,599,25,0,vegetarian,1.95,1,0,0,688.7
1043,590,176,9,vegetarian,3.44,1,0,1,2260.5
901,193,62,8,meat,1.6,0,1,0,1993.4
395,394,428,5,meat,1.08,1,0,1,2289.7
302,318,72,6,vegetarian,2.42,0,0,0,1347.4
160,317,334,0,pescatarian,8.92,0,0,0,1756.1
1045,218,166,0,pescatarian,3.16,1,0,0,1410.9
1062,82,224,3,vegetarian,9.73,0,1,0,2052.1
1437,426,64,6,vegetarian,6.38,0,1,0,2075.3
1284,263,68,7,meat,3.14,1,0,1,2097.9
430,489,439,9,pescatarian,5.47,1,1,1,2732.7
437,541,8,8,vegetarian,2.97,0,0,0,1549.3
1427,442,235,0,meat,9.86,0,0,0,2426.6
1461,538,197,3,meat,8.63,0,1,0,2565.9
738,78,411,3,pescatarian,1.24,1,1,1,1881.9
374,88,172,2,meat,9.53,1,1,1,1619.9
1287,222,281,6,meat,7.49,1,1,0,2787.1
418,66,27,0,vegan,1.74,0,1,0,433.3
688,105,295,8,vegetarian,7.04,1,1,0,2365.0
603,275,398,7,pescatarian,6.82,1,0,1,2570.0
486,116,133,1,vegetarian,2.97,0,1,0,1008.8
969,246,26,1,vegan,7.83,0,0,0,1214.8
932,72,37,7,pescatarian,1.78,0,0,0,1669.1
1114,286,195,0,vegetarian,5.41,1,0,1,1450.8
702,187,202,6,meat,1.09,1,0,0,2016.6
790,522,84,8,pescatarian,9.72,1,0,0,2297.6
593,278,319,2,vegan,7.76,1,1,0,1765.4
589,366,29,6,meat,2.43,1,1,1,1498.3
820,250,465,5,vegan,4.08,1,0,1,2301.5
1196,307,98,6,meat,2.45,1,0,0,2107.6
608,529,386,6,vegetarian,7.9,0,1,1,2472.7
489,227,189,9,vegetarian,1.53,1,0,0,1911.6
394,172,11,0,vegetarian,8.56,1,1,1,704.1
1492,391,90,2,vegan,9.48,0,1,0,1812.3
895,220,29,9,pescatarian,7.09,0,1,0,2090.5
964,108,212,0,vegetarian,2.92,0,0,0,1390.4
648,514,37,4,vegan,4.24,0,0,1,1182.7
748,309,340,2,meat,5.3,1,0,1,2131.7
667,422,59,0,vegetarian,6.44,1,0,1,979.6
1310,144,293,1,meat,7.02,0,0,0,2381.7
952,174,359,9,vegetarian,5.99,0,0,1,2725.2
869,90,142,4,meat,4.16,1,0,0,1874.5
544,303,401,2,vegan,9.02,0,0,1,2016.4
462,56,179,5,vegetarian,1.73,0,1,0,1431.8
222,520,284,8,vegan,5.2,1,0,0,2087.0
1311,560,111,5,vegan,7.98,0,1,0,2050.0
841,118,229,1,meat,1.55,1,1,0,1605.9
779,130,443,1,vegetarian,7.35,0,1,1,2053.5
519,591,20,7,pescatarian,8.38,1,0,0,1855.8
1375,311,144,7,pescatarian,6.95,0,0,1,2388.3
1458,138,488,5,vegan,1.12,1,0,0,2596.4
191,257,498,9,meat,2.62,1,1,0,2848.6
162,262,145,6,meat,4.08,0,0,0,1826.1
611,315,440,0,meat,3.1,0,0,1,2055.0
1262,342,374,8,vegetarian,9.66,0,1,0,3101.6
1308,256,420,4,vegetarian,6.86,0,0,0,2723.8
1328,382,315,8,meat,3.67,0,1,0,2999.6
871,126,165,1,pescatarian,9.37,1,1,0,1654.3
1337,337,139,7,pescatarian,7.67,1,1,1,2300.6
355,96,202,6,vegetarian,3.56,1,0,0,1639.3
234,249,495,3,meat,4.41,1,1,0,2349.7
974,476,243,2,pescatarian,2.79,0,1,0,1826.8
921,259,112,3,pescatarian,9.74,1,0,1,1755.2
187,469,467,3,vegetarian,5.66,1,1,1,1984.7
